model,term,beta,SE,OR,lower95_model_based,upper95_model_based,p_model_based,N,AIC,deviance
Any questionnaire source change,C(region_n)[T.Gedo],-0.3751540087147443,0.2592497292345686,0.6871834384028683,0.4134232145996228,1.1422219685280819,0.14787569567253303,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Hiraan],-0.948880046015834,0.2628965597740062,0.3871743982391695,0.23127280223924093,0.6481696645712551,0.0003069906520294943,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Lower Juba],0.7119974525116836,0.22085140609408893,2.0380581199240444,1.3219774668841755,3.1420209528822878,0.0012646833966104376,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Lower Shabelle],0.4645074426410002,0.19817428486937655,1.5912302236725004,1.0790552009166583,2.346509819495693,0.019081548082261434,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Waqooyi Galbeed],-0.32235893648341263,0.2197176815292238,0.7244381163877357,0.47094894292217854,1.114368324555582,0.1423350817184382,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Middle Shabelle],-0.48858901955276823,0.25258759690982974,0.6134914081634634,0.37393970561546735,1.0065037283775975,0.053071957329426794,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Mudug],-0.9296235038637084,0.2810352935632189,0.39470228628648946,0.22753466484637377,0.6846864186824793,0.0009401406647693572,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Nugaal],0.42153598851605095,0.25068941424075136,1.5243010673615605,0.9325660830851619,2.49150573466375,0.09266449059433265,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Sanaag],1.3242610492643434,0.20759955160337146,3.759406312278446,2.502689436195711,5.647179237022126,1.7834050219971143e-10,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Sool],0.882930276955864,0.2377345527488566,2.417974671010234,1.517357831503188,3.853146165169916,0.00020406258268845545,7212,5519.912323037142,5457.912323037142
